x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
374,799,146,1269,712,793,805,1022,704,928
-322,774,141,633,770,563,794,996,1051,-324
266,542,145,924,701,102,799,609,1108,297
1092,682,160,1201,468,561,794,915,713,1173
635,1151,149,478,567,617,803,710,1059,856
979,592,154,777,431,511,802,969,1040,736
475,651,148,1178,578,326,805,769,831,180
724,907,139,1125,302,458,803,871,1407,218
679,958,131,1189,789,831,810,637,1073,1015
325,865,141,985,696,629,818,935,426,354
196,678,141,1096,780,324,802,688,1270,-36
-45,898,140,1515,840,529,803,1150,1324,939
612,685,131,848,352,408,811,869,1161,762
680,774,133,1437,763,574,809,949,986,561
870,836,125,1030,601,359,811,454,1106,415
581,408,138,984,269,658,805,732,813,765
1036,516,123,1345,660,250,807,1061,976,852
476,607,134,844,926,1007,803,909,870,-356
894,1298,130,864,286,579,813,689,763,487
809,655,127,805,648,737,820,869,919,512
193,364,133,1584,968,329,811,660,1220,773
413,456,125,824,829,609,818,700,1079,341
942,829,117,729,290,37,822,773,315,498
973,922,124,799,436,304,823,1319,293,142
1235,536,119,373,951,500,814,1006,538,889
601,659,122,457,702,640,824,603,1029,550
438,937,119,675,267,198,818,855,1129,621
354,719,127,515,364,21,821,981,709,282
890,631,131,1279,792,278,819,1150,664,695
508,1098,117,1096,962,148,819,1022,791,908
598,767,121,1239,579,13,829,991,1125,1134
849,674,118,852,462,915,821,1064,904,156
442,812,130,808,756,450,825,696,871,702
787,941,122,1059,444,641,833,907,1333,525
495,555,126,977,520,477,832,791,1114,138
131,1236,115,679,571,1048,831,979,402,760
1005,886,120,1118,395,436,840,805,295,-18
204,643,114,555,758,805,839,790,1184,437
388,310,128,676,371,692,832,849,904,860
1143,541,110,1013,755,735,842,1116,1046,1354
490,961,120,950,440,933,841,744,1501,1163
676,912,119,775,865,322,845,797,988,761
1324,756,128,551,693,93,831,832,767,683
627,818,122,972,758,165,844,935,327,224
861,773,110,711,694,801,844,694,985,975
895,1020,115,1159,289,993,851,700,1202,694
1155,705,130,1034,578,703,840,790,628,782
358,752,120,1481,200,436,842,805,449,894
790,640,111,850,745,356,836,668,854,652
497,862,111,824,409,349,844,1072,222,713
374,747,124,588,556,273,847,664,670,228
-134,858,116,708,573,1039,832,401,1016,478
1082,1059,120,913,655,153,843,931,1620,606
-98,724,124,575,581,676,848,1050,666,530
1271,589,126,668,813,617,833,778,589,315
507,816,129,1400,-34,-47,845,802,516,521
273,864,117,1027,476,499,852,625,635,330
-365,791,115,618,921,673,846,869,579,336
695,534,119,892,338,668,856,882,660,1003
774,634,128,1175,370,289,853,1076,893,556
211,992,112,859,180,207,848,850,631,1200
921,1048,121,362,647,431,847,1176,574,34
570,839,120,975,454,393,857,1020,908,1066
23,865,111,1177,514,429,867,591,662,727
27,976,111,751,628,250,854,1012,1297,367
850,1113,121,1076,411,518,857,574,-52,761
501,900,122,1439,127,1087,854,828,1094,307
1096,81,118,1117,166,585,867,957,970,564
1170,724,249,949,316,833,815,813,741,1265
453,623,259,738,657,822,818,811,293,540
538,1538,251,1066,311,333,825,1074,661,687
866,747,250,957,651,1314,814,746,1853,641
404,780,254,810,480,608,816,703,1189,803
690,693,242,551,632,879,804,1271,913,674
331,898,242,1249,558,598,811,1143,394,1050
550,748,240,305,608,544,807,1015,1350,1133
979,1154,260,359,832,145,805,880,1272,-180
777,1157,251,925,678,1243,814,945,728,225
287,427,248,914,659,-71,813,952,1003,666
1173,536,252,916,681,358,814,968,412,315
507,903,243,756,286,514,817,956,1225,522
341,1696,253,1022,447,580,813,799,1009,292
654,668,245,929,304,709,823,836,828,327
546,775,247,829,722,900,819,658,910,820
284,672,243,1342,303,1025,814,784,665,341
1082,1024,254,345,688,84,813,719,911,339
905,884,246,988,228,375,815,643,628,423
-121,703,252,718,954,193,822,530,1386,651
335,520,255,1324,249,434,816,784,1279,991
493,1042,255,648,200,921,807,456,1153,1006
923,448,249,712,567,353,817,976,1156,31
1085,496,259,756,419,928,813,1245,1152,1246
284,799,261,1115,299,927,808,1148,1089,-44
88,777,249,954,609,935,806,759,1277,867
655,706,261,1237,570,423,809,752,754,1116
1396,1003,260,1107,174,715,812,1012,1498,332
518,576,260,709,358,442,820,895,1229,-120
937,793,257,1078,885,854,821,672,1342,382
1133,603,262,1349,10,488,812,1163,787,577
1066,424,268,772,145,594,813,951,271,522
979,865,272,629,324,518,811,979,1009,891
1138,1031,267,1376,534,101,813,683,1293,181
1138,914,263,726,525,664,819,517,993,-18
946,559,252,865,717,315,810,980,932,785
595,614,272,1159,847,630,820,744,1698,203
501,1448,263,812,753,506,812,860,549,810
807,734,266,688,290,326,819,656,769,650
824,585,265,424,869,489,820,961,1132,539
968,861,270,927,187,236,817,1168,451,1009
876,1020,269,1029,676,623,817,1033,645,207
57,646,267,739,706,487,815,344,628,825
290,886,255,857,849,303,807,758,1538,384
1288,948,264,397,431,-36,812,893,1363,1236
561,796,266,760,543,491,809,892,679,629
1098,507,272,916,335,719,804,756,768,430
914,1190,256,938,400,1001,821,878,568,661
534,300,265,899,178,349,811,1218,1513,959
439,933,263,752,392,305,804,882,482,368
1257,1302,270,869,800,729,807,1173,587,125
1639,620,280,735,576,1173,808,1183,1206,795
1230,1200,280,790,445,820,798,358,526,-121
428,512,272,388,432,85,803,906,722,840
597,1072,277,874,690,763,802,542,674,891
764,585,273,883,356,645,802,598,1248,925
316,1052,278,673,834,258,814,709,-120,982
874,1113,272,633,435,794,814,627,1094,660
1469,662,281,617,263,643,808,685,965,929
406,865,291,973,310,533,812,605,942,145
774,364,277,974,736,484,810,1185,958,315
975,886,287,1061,296,584,808,456,1428,447
683,754,289,943,655,-6,802,839,518,8
1252,949,297,928,748,515,813,1033,1000,683
205,723,288,1360,909,488,808,822,446,401
432,1141,292,1394,98,-43,811,1146,874,359
444,1333,289,807,1066,530,804,751,1085,336
393,938,299,793,450,1004,808,564,527,-17
825,700,301,777,422,792,798,1022,1204,639
934,831,293,730,443,585,811,739,929,497
1153,1067,302,1276,345,229,805,961,898,223
-3,931,290,1068,746,720,802,851,836,787
1495,947,305,1011,627,800,806,1238,1717,443
769,437,295,458,417,60,810,724,552,598
517,1024,299,802,585,717,813,780,1312,772
216,673,285,140,929,357,820,938,1469,880
950,1088,286,1003,586,337,806,1039,1829,171
1145,1017,297,837,504,302,803,799,834,450
365,782,291,1453,494,740,812,637,810,319
629,575,297,498,238,782,805,711,196,257
637,1203,292,709,383,812,814,822,796,459
524,1075,295,1055,229,800,806,945,711,1339
865,916,295,715,393,1064,818,1085,1058,271
1385,1467,284,783,653,467,802,832,1155,810
1016,651,289,720,277,253,813,1137,741,654
509,1328,279,698,758,700,814,1020,1182,572
819,388,282,1171,166,450,820,551,1017,338
749,828,286,1125,322,404,809,1057,704,728
766,235,269,1326,278,643,812,1102,1416,65
773,468,263,767,473,667,821,815,333,289
465,754,263,909,149,749,816,870,1091,588
646,477,257,665,542,206,822,1050,693,954
159,796,248,801,563,808,828,691,621,488
338,879,254,591,541,133,821,882,625,761
925,1224,238,686,714,473,824,669,305,564
1032,1012,252,919,75,914,827,660,1011,515
1112,896,249,1201,737,544,834,614,1312,1050
480,1055,249,415,701,1214,821,587,1148,196
311,758,252,930,640,163,827,634,495,517
504,1054,242,1210,348,238,830,900,987,218
977,995,242,1135,440,977,838,778,648,634
515,485,235,1255,347,181,832,856,643,707
938,860,252,485,471,407,825,738,710,753
422,746,241,723,581,260,830,836,1275,607
923,755,242,425,313,380,833,886,1144,138
720,750,247,1321,759,698,827,843,794,70
848,501,237,803,386,859,830,990,191,176
1101,660,227,994,696,415,830,981,782,491
185,607,240,934,530,379,840,878,763,329
664,280,231,1007,955,527,822,544,796,335
973,967,237,195,397,404,838,981,849,858
1213,762,245,187,493,493,827,999,661,524
827,739,332,1199,714,274,808,869,1219,280
-292,1222,326,660,487,1036,813,1136,1493,765
858,694,323,825,675,426,811,736,637,-77
623,693,333,1293,621,839,798,1015,851,232
790,1033,340,366,460,1163,805,843,619,752
707,944,340,581,520,614,803,1016,1203,133
712,1002,335,518,760,558,812,807,1132,728
727,921,336,865,719,452,820,950,260,1027
407,1023,334,1385,-2,47,808,643,874,921
1155,630,345,1170,132,820,819,1038,1281,693
994,1259,335,1047,447,695,813,648,701,641
1209,1303,343,1102,559,759,807,1172,443,1208
236,1233,345,857,763,104,817,1106,1360,221
1061,428,333,991,438,639,803,781,560,633
669,1208,336,603,595,399,813,789,812,420
41,820,345,1107,283,480,823,857,553,521
949,797,328,756,383,470,814,611,1567,800
620,572,346,962,410,752,804,602,538,1330
1167,799,344,916,663,78,821,707,715,699
717,599,330,925,797,696,804,821,596,898
965,805,334,867,789,687,808,786,453,776
1035,392,337,815,601,231,818,707,756,895
1285,833,343,439,362,1177,828,795,1177,89
215,586,331,1173,767,549,822,325,1000,451
871,487,344,374,796,563,817,718,804,874
491,857,344,874,568,708,827,628,1389,-105
1249,1015,337,958,532,340,813,962,827,520
417,446,339,461,471,541,823,627,534,1083
848,601,334,567,938,489,818,767,288,699
1066,730,330,864,681,626,828,672,503,543
1408,554,340,920,335,366,824,889,914,966
350,909,346,680,464,748,817,834,350,624
269,821,348,1212,279,238,832,514,1261,754
529,713,340,112,739,518,825,945,725,243
179,786,345,1095,1018,581,819,939,357,-10
582,1398,349,787,227,620,830,1101,882,1078
1044,932,348,1312,987,511,828,824,482,1138
320,855,330,700,589,556,833,1018,764,721
301,812,340,1124,625,486,826,884,723,622
1510,1011,347,483,724,727,829,618,1170,89
1084,689,343,1064,134,559,821,703,532,587
977,873,330,888,715,727,820,672,1292,578
495,1253,346,304,443,323,822,913,1209,853
248,1192,344,905,529,543,824,1087,1460,1023
901,932,343,440,358,809,836,787,1013,259
803,1132,341,219,342,589,846,904,946,796
771,946,339,1319,568,551,836,689,516,1256
613,824,351,1294,679,226,842,935,876,330
483,960,344,898,133,724,854,638,666,840
729,975,344,861,440,316,846,977,646,780
821,573,332,1013,712,669,843,845,954,403
956,940,341,1197,545,597,848,772,818,827
1132,353,334,901,236,176,845,1051,1292,1066
884,951,332,450,598,884,853,565,606,470
116,607,347,786,607,134,845,971,1317,180
360,859,342,578,294,374,857,625,858,45
685,851,344,143,406,462,851,601,919,69
570,1088,345,1019,450,1045,861,781,1277,477
539,906,342,632,700,1022,851,801,980,706
1205,914,335,857,602,692,863,923,1275,-89
827,888,338,993,433,520,856,618,195,304
933,823,338,755,368,432,856,970,1144,1125
141,683,345,1061,267,486,854,779,1338,431
671,972,355,440,788,650,863,1072,1176,563
743,576,345,403,630,652,862,890,514,1240
1247,774,344,703,452,338,869,1012,705,846
402,476,348,860,349,786,864,895,262,465
372,1184,345,238,626,716,874,670,742,425
304,314,350,964,498,284,883,631,985,228
638,563,335,948,193,701,880,986,193,344
961,1145,345,727,551,496,872,776,540,213
665,1006,349,698,857,742,882,744,888,1322
480,686,342,785,401,524,876,878,1133,534
924,544,346,902,508,224,872,704,1242,515
1160,486,346,656,524,978,877,857,1543,386
1172,1370,351,482,219,396,886,952,1068,542
526,1077,347,742,576,625,881,891,952,649
613,646,347,1186,404,759,879,724,1610,288
641,757,341,482,290,1061,893,817,1171,921
1132,851,351,717,855,981,887,980,891,410
931,1085,349,940,490,127,894,1066,1248,117
721,837,346,1145,400,473,879,759,703,262
565,1365,354,716,200,396,889,771,1414,558
675,822,357,678,435,346,897,1005,758,576
955,367,341,789,393,284,887,705,969,468
724,902,351,941,730,265,888,622,1133,77
1450,716,356,528,354,853,896,632,1045,343
-544,1153,359,805,234,775,890,1147,759,546
636,798,352,1002,410,-134,898,820,645,967
860,880,345,1181,253,580,906,795,646,738
615,493,343,848,976,720,906,979,843,494
1122,556,342,954,92,636,896,675,544,547
804,888,352,363,730,199,899,871,1100,539
1459,624,350,423,560,290,893,1057,328,344
266,1143,344,610,462,690,894,972,754,737
978,695,360,957,471,182,894,1054,1150,-91
290,980,353,1088,412,556,902,876,801,504
458,812,354,649,381,649,912,997,962,797
285,819,364,539,543,327,921,584,562,395
224,620,347,810,571,506,911,510,1181,317
149,1451,354,776,405,134,919,793,953,54
566,1010,357,861,617,292,920,874,952,448
939,858,356,324,674,654,923,919,1476,401
415,863,350,1176,575,288,914,913,1021,550
790,855,358,968,438,684,907,544,1238,776
1110,1014,345,1059,511,719,922,1100,1043,514
1036,1126,344,1036,621,419,908,743,1055,455
1346,1400,343,389,622,217,916,557,914,639
1255,957,349,637,452,420,907,845,574,333
614,387,343,675,817,751,914,911,1187,333
610,1018,358,891,692,750,897,768,892,848
950,767,341,378,565,358,911,568,1345,830
-11,675,353,887,579,768,911,739,875,600
968,858,349,470,623,742,900,1148,742,547
844,483,344,827,596,563,905,835,1043,351
983,1011,350,1024,609,680,906,774,1213,617
218,720,342,674,681,518,910,910,902,210
487,1067,357,1145,652,456,895,959,1128,831
718,1152,358,936,394,832,899,910,246,305
678,1189,347,1302,767,489,901,530,1260,785
1217,476,349,736,287,201,891,955,729,-133
445,780,348,848,210,932,900,1040,914,435
918,1038,355,678,269,781,896,638,640,540
812,1014,346,719,526,488,894,907,1311,466
755,834,354,1239,730,369,891,603,1042,880
1061,778,349,1033,379,8,882,859,1400,470
1318,785,348,1016,714,9,890,753,1163,880
932,903,345,408,528,684,886,938,1245,-132
1215,1061,354,682,859,647,880,675,433,530
230,1053,358,1004,391,337,877,1009,1356,358
114,849,349,1314,357,555,872,798,810,285
603,856,352,859,585,269,878,861,754,744
659,805,343,629,302,594,875,696,578,491
1096,552,351,674,126,877,868,733,1151,518
1337,761,339,688,465,359,867,908,1138,139
527,1386,359,1405,244,501,867,1141,1005,698
932,717,349,1007,547,1062,871,803,1188,720
822,842,354,516,350,569,866,900,1072,718
735,1159,344,596,446,1023,872,738,874,499
501,929,353,441,603,870,863,503,857,839
676,718,346,459,725,1323,855,989,1272,664
573,997,347,848,509,237,851,1132,665,243
817,603,352,847,775,-6,850,960,1069,409
1090,337,339,966,899,382,860,1227,921,474
-316,463,347,1471,304,993,846,928,767,874
279,989,340,400,384,1004,847,662,777,208
661,675,351,656,60,60,865,752,699,939
694,1295,346,805,388,680,854,818,198,569
317,1143,352,1226,749,666,863,868,329,253
1024,872,342,1537,800,84,857,1042,266,1025
1530,882,351,1246,55,661,851,887,775,346
892,886,342,317,341,754,854,616,1138,148
270,867,345,1356,464,843,844,578,1108,-109
957,670,346,832,290,876,847,847,587,470
603,781,348,730,747,893,850,700,1263,913
1138,1081,350,1152,316,710,850,637,1804,226
624,989,355,615,792,544,848,628,844,904
1062,542,345,981,438,678,845,759,1080,1287
1254,805,347,811,-33,584,842,755,453,14
393,895,345,830,472,201,852,861,36,500
1529,1141,338,930,91,690,845,965,897,272
892,936,346,1272,513,585,854,680,449,560
426,800,335,1379,201,546,837,826,1327,461
502,663,354,617,444,476,838,678,1111,825
449,568,345,860,646,577,846,946,904,768
991,808,350,617,558,159,852,861,819,705
565,1042,339,1415,599,467,844,672,1353,944
1015,1018,351,524,647,920,842,990,498,1262
658,1020,336,547,581,739,841,721,836,893
895,1070,355,554,600,251,839,801,842,580
467,908,338,1187,379,587,844,1051,1144,253
1016,658,345,292,443,726,852,794,851,1196
618,715,347,572,502,538,862,1030,1215,892
330,1082,336,757,665,773,859,798,1440,1050
849,732,345,978,619,661,853,1015,809,626
384,803,340,668,443,471,856,753,1007,507
704,951,336,1049,1039,747,852,857,771,139
452,709,347,844,216,666,843,756,1081,360
1291,531,351,-15,829,676,845,796,1502,616
543,874,345,397,373,129,854,810,920,981
831,677,338,1453,592,184,859,1028,1203,426
74,596,353,1112,101,711,849,1150,988,911
624,681,343,1034,291,762,850,659,1208,21
666,319,344,954,520,430,861,289,1428,562
497,1100,343,434,485,366,848,801,759,244
1354,970,348,1028,502,689,851,622,902,530
950,1022,345,979,246,436,861,928,1186,936
513,717,347,759,303,582,851,639,693,626
1262,940,351,639,424,441,863,698,1080,513
528,939,345,1311,1002,835,872,970,458,785
1153,521,355,633,571,537,862,598,282,197
827,752,339,1047,530,-190,873,649,1220,409
902,499,341,737,926,241,880,818,578,1111
893,1202,355,915,752,1084,881,1108,1187,721
234,852,355,363,296,844,870,865,696,389
28,1173,345,388,525,702,873,904,662,837
375,731,335,1143,681,375,877,1051,980,212
726,1242,340,795,416,521,881,1128,1890,842
754,1055,355,580,696,413,880,802,382,885
869,689,345,853,472,689,874,1041,1064,583
592,890,336,854,266,556,868,552,1511,192
1233,1008,355,1154,296,788,868,648,915,794
1248,1022,345,772,537,653,875,555,965,373
1226,637,338,1242,581,615,881,986,798,459
943,620,338,1095,168,106,884,1114,328,799
537,516,345,647,716,704,876,843,941,62
-17,1088,337,1115,435,1067,886,1060,491,813
583,722,345,1314,201,399,876,1351,739,142
327,143,351,1050,457,-38,869,407,1292,385
635,482,345,978,355,282,878,1074,1046,258
745,920,345,972,496,394,874,1008,1913,672
288,966,342,768,224,318,871,790,620,358
1084,451,345,1406,418,604,881,915,982,-204
978,645,342,714,528,1184,883,1033,1023,453
889,835,337,449,737,568,880,794,622,1142
581,1184,345,1121,510,516,884,1261,544,967
448,1098,345,764,569,609,895,666,1206,-24
801,795,353,881,675,806,895,747,1318,754
860,611,350,619,675,159,891,684,843,341
885,890,345,1022,714,406,900,1337,1261,597
1065,1244,347,1069,662,574,890,1063,396,174
1018,602,343,1114,562,763,898,897,919,803
631,988,344,1217,391,995,897,1214,655,598
824,1292,348,851,181,938,907,530,1077,648
484,1116,350,1194,448,111,916,946,875,-197
544,780,350,1184,471,424,912,950,894,431
1101,956,352,830,492,407,910,947,472,824
911,775,378,979,324,1120,866,878,830,296
568,622,370,626,351,838,869,656,727,862
-213,1055,381,850,1109,669,858,1067,781,413
678,464,384,1313,451,1195,857,1047,1175,109
393,819,372,1218,766,479,875,872,1280,225
320,1125,379,721,45,38,866,1293,1395,408
1016,844,372,811,396,226,860,885,1671,821
1190,1241,375,989,636,595,865,846,605,-131
170,895,369,754,448,628,865,710,1427,306
1085,1106,370,742,440,337,861,1032,742,408
761,624,380,1105,462,770,866,775,602,365
1121,650,374,1193,625,360,874,362,898,286
964,1002,381,897,725,697,856,831,347,1126
450,1046,376,826,351,929,862,541,696,798
41,731,386,783,614,206,861,866,546,1428
752,747,388,802,256,732,862,784,350,208
764,1132,378,341,757,504,860,841,900,538
373,452,388,1167,861,533,859,566,1276,718
967,703,396,1187,869,295,868,978,1091,857
672,933,378,1223,286,883,855,642,733,459
313,791,379,634,538,429,867,843,1454,621
983,913,378,714,410,976,864,982,1163,-144
657,1040,395,1035,147,455,859,1260,1164,878
805,1245,386,855,584,630,854,987,818,588
872,1274,396,295,131,554,856,772,1479,25
685,1132,405,680,1164,1080,846,857,1640,1121
1334,1101,404,754,600,686,847,905,920,701
-90,71,397,721,557,580,855,656,336,247
671,728,402,256,534,627,858,449,807,284
-97,446,397,554,428,537,846,916,847,430
783,526,406,1060,730,1146,851,906,801,679
782,1086,413,666,361,692,860,771,275,711
1036,610,415,560,512,185,843,875,809,231
1109,1314,415,1132,347,634,854,776,1426,435
336,779,415,558,590,303,843,762,786,-67
121,1170,424,1088,407,800,841,729,671,495
694,807,413,1002,535,663,843,831,247,212
183,1094,412,349,560,1244,849,1106,388,307
585,778,410,1008,838,833,838,1183,1056,1001
570,870,412,933,429,754,841,854,1053,601
709,1516,420,992,474,145,833,638,846,666
1000,806,415,910,514,228,842,899,983,277
1008,1260,405,1034,423,336,847,508,1100,-171
732,678,413,1032,640,625,845,658,963,720
542,998,413,229,292,750,840,763,786,607
705,1139,405,961,866,476,832,864,923,-68
625,827,416,1313,706,254,842,868,801,392
501,613,407,999,294,591,849,524,34,412
985,1245,423,868,223,640,838,878,1238,-211
1275,811,415,593,660,764,833,852,1190,872
489,443,416,769,699,369,847,1015,1096,826
1631,941,424,585,561,282,832,845,455,794
948,477,417,960,649,719,841,785,860,261
931,928,423,1303,188,624,851,1163,428,590
420,1400,427,829,872,137,850,620,1258,418
1165,1241,418,770,849,657,840,1022,1399,455
323,1379,419,860,454,236,830,693,1276,488
811,590,417,957,600,294,839,781,232,338
1073,911,424,877,159,706,825,923,627,206
302,1170,426,1092,740,494,829,701,1186,-34
814,1110,414,548,956,680,839,866,984,-199
-104,450,413,565,594,454,827,877,927,554
1343,742,414,342,364,778,837,723,921,1200
478,740,419,1087,584,655,828,493,1066,317
658,1166,419,828,642,330,820,1134,876,633
1381,972,420,436,370,825,833,867,1226,526
719,636,418,886,461,690,823,900,1377,425
239,453,409,1166,859,801,822,580,741,1054
676,1140,413,396,292,313,826,663,986,855
371,303,412,1346,605,1188,813,949,1038,1282
910,1255,418,789,568,726,822,854,1316,1012
780,1437,413,599,678,619,818,1108,765,245
876,1524,427,876,505,928,827,870,544,1020
858,851,410,334,138,422,821,966,563,174
392,971,411,923,52,597,823,719,900,1303
522,1243,412,904,499,812,813,966,831,782
1081,1074,422,797,467,394,823,725,892,873
989,1078,408,774,726,879,804,734,1135,1333
608,1113,399,953,699,702,799,1045,985,483
972,674,400,1072,627,451,809,495,986,416
216,1124,406,857,531,635,800,715,1510,584
274,669,403,1292,696,740,802,607,999,735
1227,899,390,1169,497,766,790,581,1752,726
1142,1366,403,608,486,823,796,653,1521,243
157,109,401,494,423,779,804,1050,1009,281
1298,772,394,1071,374,616,795,917,567,513
1089,416,392,1048,483,519,796,811,642,402
1022,638,393,1027,296,456,798,833,587,525
880,1326,402,585,359,358,800,863,1671,569
776,683,399,741,180,234,788,721,879,762
514,1253,390,1350,710,751,794,923,457,1076
525,608,381,917,1100,916,802,655,446,545
1278,1287,394,1379,665,548,802,712,1031,983
244,758,390,1388,552,233,784,613,1030,254
361,963,396,549,411,416,795,803,1341,-117
1034,675,380,768,732,613,790,936,1250,341
574,1306,384,695,441,832,797,996,921,681
704,1082,375,572,633,458,792,1154,851,278
270,219,370,646,396,431,787,792,172,611
499,1096,378,465,165,754,796,819,890,426
433,814,366,408,500,426,796,956,119,634
714,581,356,1246,395,768,792,822,426,-291
530,1064,346,415,569,280,787,715,289,1041
673,1144,363,401,578,115,786,1264,676,537
902,1082,358,989,532,1052,790,933,972,172
596,917,366,696,210,607,787,543,723,603
922,999,350,1069,527,841,794,985,574,505
478,514,482,980,560,32,807,880,537,923
386,789,475,543,508,753,809,991,479,212
1080,1122,483,709,317,553,797,926,626,514
626,694,473,130,501,436,799,640,736,924
985,795,466,830,495,586,799,934,547,377
771,356,475,892,901,329,808,582,1162,-31
1189,836,473,659,533,935,794,798,1019,754
898,989,464,1004,679,301,788,1135,1751,794
700,976,471,834,547,589,780,711,1314,933
878,861,456,1022,619,798,793,840,977,-221
1083,653,455,423,425,674,790,958,192,377
840,613,470,1322,209,756,798,1015,1009,890
928,1282,458,777,559,823,782,706,1204,265
110,610,453,1045,454,427,773,1248,724,181
1204,966,452,984,466,817,774,887,341,701
769,540,463,1043,514,747,775,497,755,576
593,886,450,359,806,183,772,881,955,941
956,1261,460,1288,537,376,771,691,1414,301
608,1110,464,1038,423,866,776,796,692,403
1187,702,457,1434,275,434,779,923,874,344
382,850,464,992,765,929,761,1161,953,558
493,781,463,1082,586,545,765,1170,875,414
748,961,465,848,711,525,777,838,1043,905
837,808,469,695,552,855,772,697,1103,421
904,1282,470,1076,-20,46,782,343,1580,134
464,1260,470,1181,730,264,789,940,844,670
864,1272,463,1071,480,69,773,941,665,499
1016,1292,470,758,568,88,783,703,335,955
1237,1214,462,914,459,521,784,777,1549,773
934,330,464,664,776,471,775,681,614,755
567,660,467,614,832,703,781,668,791,857
1026,859,475,1083,641,231,788,1004,1018,543
951,355,474,1225,458,13,784,1058,1062,358
986,735,483,674,433,598,778,922,516,631
436,1493,472,595,383,662,789,843,1002,449
677,306,485,469,589,787,793,1014,748,555
153,417,475,827,811,635,789,696,946,971
733,836,484,1320,771,392,779,678,1228,33
1051,726,483,1282,194,266,786,906,695,827
812,820,473,917,300,690,795,1004,470,619
674,1250,474,1135,181,347,779,1071,853,1010
-8,764,465,704,379,873,798,651,1087,815
1447,744,476,1146,749,327,789,892,1468,1017
511,417,468,713,649,376,788,710,636,1335
691,1061,466,424,692,696,794,874,994,378
301,792,468,653,495,302,785,1105,1614,890
770,790,478,715,566,484,784,796,634,528
282,1489,478,998,664,623,793,889,658,1027
535,1062,472,282,806,1119,783,924,829,1246
712,538,478,1189,628,417,792,1246,187,740
973,621,484,752,309,1251,791,889,1282,62
845,1036,482,1239,660,457,797,1019,852,901
595,890,490,1127,512,603,804,678,331,984
1106,421,496,512,602,516,813,1182,1590,417
374,1320,494,305,782,227,807,646,642,244
676,1116,500,1099,617,909,804,671,1063,1014
1070,768,492,938,915,596,800,737,886,721
786,906,498,634,27,180,809,1237,1333,665
786,829,499,1024,440,959,820,808,1163,989
1038,679,500,775,599,371,824,883,1073,773
1375,519,491,-4,382,318,812,699,857,550
1016,1056,499,828,772,507,821,684,741,484
1171,878,499,522,848,257,827,750,1373,298
130,861,489,1157,174,676,828,398,684,783
965,1124,508,1013,581,92,827,990,707,195
439,1058,509,1525,634,526,827,637,904,505
1115,706,508,666,348,798,828,1099,376,350
686,932,490,818,531,380,820,949,939,409
690,856,500,1396,528,692,821,949,765,-110
821,702,492,1096,829,1052,813,761,1159,1306
779,1157,502,862,894,748,815,1043,632,421
-178,973,491,513,262,715,822,824,782,614
783,851,510,669,658,595,826,1066,725,570
1538,822,506,945,546,111,830,864,954,324
670,1200,491,826,127,643,830,1245,-205,1065
1131,780,500,927,326,436,822,858,1351,899
488,1279,503,450,561,777,820,1023,1348,542
733,994,505,186,591,691,827,793,520,293
614,1074,493,1257,581,439,815,737,367,906
697,502,495,856,597,996,817,1208,1409,662
698,953,501,679,366,755,826,713,1399,446
606,1142,508,1237,647,938,819,411,139,521
763,985,491,509,569,123,825,1027,935,896
489,778,495,619,614,894,822,982,595,-251
748,956,502,806,532,431,828,945,1004,1224
1163,433,494,557,787,560,821,812,888,1020
525,1158,497,665,601,309,817,814,670,183
415,1061,492,521,34,688,821,1159,1520,534
763,736,495,691,715,539,824,575,691,535
557,776,492,318,740,309,828,600,1071,488
813,1494,490,607,322,387,818,873,833,753
1131,869,494,941,911,411,821,894,713,202
1208,1057,490,1074,630,809,820,818,1246,381
622,667,494,872,433,779,824,1162,1766,22
607,1142,491,947,694,960,826,879,1035,530
781,762,498,1252,564,722,816,807,821,1039
707,782,494,701,356,615,828,918,1911,136
559,642,489,979,426,866,818,1050,607,290
133,456,493,228,538,560,810,711,665,1092
451,833,485,477,529,442,828,640,874,796
814,697,485,480,514,567,812,921,864,659
505,1002,489,799,270,845,809,618,530,464
112,466,496,874,548,470,812,1054,945,533
639,825,486,486,615,258,814,769,972,1070
700,679,476,1163,805,643,804,1019,952,148
286,835,495,1337,799,430,823,770,910,335
1109,801,496,717,644,778,817,817,393,936
945,1014,490,869,714,166,821,709,89,739
228,798,485,431,221,454,812,952,488,567
953,710,476,644,826,548,813,776,891,-173
689,873,480,1095,278,318,808,675,1415,708
152,634,473,1019,865,575,800,822,207,257
475,714,483,828,585,950,796,545,674,886
901,862,465,917,674,237,800,597,567,354
-153,1058,468,945,725,76,798,787,907,902
372,1229,461,846,327,971,790,958,1250,685
453,876,455,722,194,24,785,871,1526,85
160,1215,457,1180,601,617,788,675,506,33
887,770,452,757,507,425,799,636,723,862
898,950,458,946,508,650,799,779,883,263
848,734,453,511,316,355,797,883,308,577
625,869,463,733,785,853,793,755,-227,20
821,600,457,439,269,675,784,517,1090,-259
739,818,460,901,377,339,780,714,1013,541
705,981,461,844,657,379,794,997,325,681
360,743,450,698,627,551,789,648,901,683
745,1021,452,957,563,620,794,632,327,379
618,993,457,541,808,1183,783,742,957,363
596,880,466,962,511,958,786,954,1049,-15
900,567,451,1013,721,718,792,609,1335,824
1152,620,461,827,215,252,783,952,636,483
